stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,0.0,20131127,01KG0329,20131127
01BD0545,WEWESSA ESTATE,0.0,20131127,01BD0545,20131127
01RT196A,KALAWANA MINI HYDRO,10.8,20131127,01RT196A,20131127
01PU313A,MARAWILA,0.0,20131127,01PU313A,20131127
01KG175A,IBBAGAMUWA,0.0,20131127,01KG175A,20131127
01KG0326,MEDIYAWA TANK,0.0,20131127,01KG0326,20131127
01PL0340,MINNERIYA TANK,0.0,20131127,01PL0340,20131127
01PL224A,KAUDULLA WEWA,0.0,20131127,01PL224A,20131127
01MU357A,MUTU IYANKADDU,0.0,20131127,01MU357A,20131127
01JF0425,POINT PEDRO,0.0,20131127,01JF0425,20131127
01KE0544,WEWELTALAWA ESTATE,0.0,20131127,01KE0544,20131127
01CB0268,LABUGAMA TANK,0.0,20131127,01CB0268,20131127
01PL538C,WELIKANDA SINGHAPURA,9.0,20131127,01PL538C,20131127
01AN104A,EHETUGASWEWA,0.0,20131127,01AN104A,20131127
01KT0200,KALUTARA-P.W.D.,0.0,20131127,01KT0200,20131127
01AM0012,AMPARAI TANK,0.0,20131127,01AM0012,20131127
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20131127,01KG0532,20131127
01MG540A,WELLAWAYA,0.0,20131127,01MG540A,20131127
01GL0030,BADDEGAMA ESTATE,0.0,20131127,01GL0030,20131127
01KG407A,PANNALA VIRIDIYAWA EST,0.0,20131127,01KG407A,20131127
01MU0216,KANNUKKENI TANK,0.0,20131127,01MU0216,20131127
01KG469A,SIYAMBALANGAMUWA,0.0,20131127,01KG469A,20131127
01KI0183,IRANAMADU TANK,0.0,20131127,01KI0183,20131127
01AM001E,ADDALACHENAI,0.0,20131127,01AM001E,20131127
01GM0011,AMBEPUSSA GOVT FARM,0.0,20131127,01GM0011,20131127
01GL0267,LABUDUWA,0.0,20131127,01GL0267,20131127
01RT042C,BELIHULOYA,24.3,20131127,01RT042C,20131127
01PU0065,CHILAW-P.W.D,0.0,20131127,01PU0065,20131127
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20131127,01AN193A,20131127
01CB0025,AVISSAWELLA ESTATE,0.0,20131127,01CB0025,20131127
01CB0150,HANWELLA GROUP,0.0,20131127,01CB0150,20131127
01GM0373,NEGOMBO,0.0,20131127,01GM0373,20131127
01RT0435,PUSSELLA S.P.,0.0,20131127,01RT0435,20131127
01BT197B,KALKUDAH,0.0,20131127,01BT197B,20131127
01NE506B,UDARADELLA,0.0,20131127,01NE506B,20131127
01AM368B,NAVATKIRI ARU TANK,0.0,20131127,01AM368B,20131127
01RT0032,BALANGODA POST OFFICE,11.1,20131127,01RT0032,20131127
01AM493B,THIRUKKOVIL,0.0,20131127,01AM493B,20131127
01BT0357,MYLAMBAVELLY ESTATE,0.0,20131127,01BT0357,20131127
01KE009B,AMBANPITIYA ESTATE,0.0,20131127,01KE009B,20131127
01HT481A,SURIYAWEWA,0.0,20131127,01HT481A,20131127
01MT0232,KEKENADURA (MATARA),0.0,20131127,01MT0232,20131127
01KT400C,PALLEGODA ESTATE,0.0,20131127,01KT400C,20131127
01KG014A,ANDIGAMA FARM,0.0,20131127,01KG014A,20131127
01CB166A,HOMAGAMA,0.0,20131127,01CB166A,20131127
01GM487B,THAMMITA,0.0,20131127,01GM487B,20131127
01NE0236,KENILWORTH (STRATHELLIE),0.0,20131127,01NE0236,20131127
01KG258D,KULIYAPITIYA,0.0,20131127,01KG258D,20131127
01CB469B,COLOMBO PORT,0.0,20131127,01CB469B,20131127
01KG404A,PANDUWASNUWARA,0.0,20131127,01KG404A,20131127
01CB0080,DEHIWALA ZOO,0.0,20131127,01CB0080,20131127
01KY0418,PERADENIYA BOT.GARDENS,0.0,20131127,01KY0418,20131127
01KG0452,RIDIBENDI ELA,1.0,20131127,01KG0452,20131127
01CB0026,AVISSAWELLA HOSPITAL,0.0,20131127,01CB0026,20131127
01GM0528,WALPITA,0.0,20131127,01GM0528,20131127
01CB0016,ANGODA MENTAL HOSPITAL,0.0,20131127,01CB0016,20131127
01JF062A,CHAVAKACHCHERI,0.0,20131127,01JF062A,20131127
01KT0035,BANDARAGAMA,0.0,20131127,01KT0035,20131127
01KG0256,KOULWEWA,0.0,20131127,01KG0256,20131127
01PL020A,ARALAGANWILA,0.0,20131127,01PL020A,20131127
01KT513A,USK VALLEY S.P.,8.0,20131127,01KT513A,20131127
