stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,0.0,20130429,01KG0329,20130429
01BD0545,WEWESSA ESTATE,1.0,20130429,01BD0545,20130429
01RT196A,KALAWANA MINI HYDRO,0.0,20130429,01RT196A,20130429
01PU313A,MARAWILA,0.0,20130429,01PU313A,20130429
01KG175A,IBBAGAMUWA,0.0,20130429,01KG175A,20130429
01KG0326,MEDIYAWA TANK,0.0,20130429,01KG0326,20130429
01PL0340,MINNERIYA TANK,38.0,20130429,01PL0340,20130429
01PL224A,KAUDULLA WEWA,13.5,20130429,01PL224A,20130429
01MU357A,MUTU IYANKADDU,0.0,20130429,01MU357A,20130429
01AM0459,SAGAMAM TANK,0.0,20130429,01AM0459,20130429
01JF0425,POINT PEDRO,0.0,20130429,01JF0425,20130429
01KE0544,WEWELTALAWA ESTATE,0.0,20130429,01KE0544,20130429
01CB0268,LABUGAMA TANK,0.0,20130429,01CB0268,20130429
01PL538C,WELIKANDA SINGHAPURA,0.0,20130429,01PL538C,20130429
01AN104A,EHETUGASWEWA,0.0,20130429,01AN104A,20130429
01KT0200,KALUTARA-P.W.D.,0.0,20130429,01KT0200,20130429
01AM0012,AMPARAI TANK,0.0,20130429,01AM0012,20130429
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20130429,01KG0532,20130429
01MG540A,WELLAWAYA,29.4,20130429,01MG540A,20130429
01KG407A,PANNALA VIRIDIYAWA EST,0.0,20130429,01KG407A,20130429
01MU0216,KANNUKKENI TANK,0.0,20130429,01MU0216,20130429
01KG469A,SIYAMBALANGAMUWA,0.0,20130429,01KG469A,20130429
01KI0183,IRANAMADU TANK,0.0,20130429,01KI0183,20130429
01AM001E,ADDALACHENAI,0.0,20130429,01AM001E,20130429
01GM0011,AMBEPUSSA GOVT FARM,9.5,20130429,01GM0011,20130429
01GL0267,LABUDUWA,1.4,20130429,01GL0267,20130429
01RT042C,BELIHULOYA,12.5,20130429,01RT042C,20130429
01PU0065,CHILAW-P.W.D,0.0,20130429,01PU0065,20130429
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20130429,01AN193A,20130429
01CB0025,AVISSAWELLA ESTATE,0.0,20130429,01CB0025,20130429
01CB0150,HANWELLA GROUP,0.0,20130429,01CB0150,20130429
01GM0373,NEGOMBO,0.0,20130429,01GM0373,20130429
01RT0435,PUSSELLA S.P.,4.3,20130429,01RT0435,20130429
01BT197B,KALKUDAH,0.0,20130429,01BT197B,20130429
01NE506B,UDARADELLA,0.0,20130429,01NE506B,20130429
01AM368B,NAVATKIRI ARU TANK,0.0,20130429,01AM368B,20130429
01RT0032,BALANGODA POST OFFICE,0.0,20130429,01RT0032,20130429
01AM493B,THIRUKKOVIL,0.0,20130429,01AM493B,20130429
01BT0357,MYLAMBAVELLY ESTATE,0.0,20130429,01BT0357,20130429
01KE009B,AMBANPITIYA ESTATE,0.0,20130429,01KE009B,20130429
01HT481A,SURIYAWEWA,0.0,20130429,01HT481A,20130429
01MT0232,KEKENADURA (MATARA),0.0,20130429,01MT0232,20130429
01KT400C,PALLEGODA ESTATE,0.0,20130429,01KT400C,20130429
01KG014A,ANDIGAMA FARM,0.0,20130429,01KG014A,20130429
01CB166A,HOMAGAMA,0.0,20130429,01CB166A,20130429
01GM487B,THAMMITA,0.0,20130429,01GM487B,20130429
01NE0236,KENILWORTH (STRATHELLIE),7.0,20130429,01NE0236,20130429
01KG258D,KULIYAPITIYA,9.7,20130429,01KG258D,20130429
01CB469B,COLOMBO PORT,0.0,20130429,01CB469B,20130429
01KG404A,PANDUWASNUWARA,30.2,20130429,01KG404A,20130429
01CB0080,DEHIWALA ZOO,0.0,20130429,01CB0080,20130429
01KY0418,PERADENIYA BOT.GARDENS,19.7,20130429,01KY0418,20130429
01KG0452,RIDIBENDI ELA,0.0,20130429,01KG0452,20130429
01CB0026,AVISSAWELLA HOSPITAL,0.0,20130429,01CB0026,20130429
01GM0528,WALPITA,0.0,20130429,01GM0528,20130429
01CB0016,ANGODA MENTAL HOSPITAL,7.5,20130429,01CB0016,20130429
01JF062A,CHAVAKACHCHERI,0.0,20130429,01JF062A,20130429
01KG0256,KOULWEWA,0.0,20130429,01KG0256,20130429
01PL020A,ARALAGANWILA,1.1,20130429,01PL020A,20130429
01KT513A,USK VALLEY S.P.,0.0,20130429,01KT513A,20130429
01MG141B,HANDAPANGALA,46.0,20130429,01MG141B,20130429
01KG0253,HAKWATUNA-OYA,0.0,20130429,01KG0253,20130429
01HT0292,MAHA LEWAYA (HAMBANTOTA),6.9,20130429,01HT0292,20130429
43PPP,POLONNARUWA,0.0,20130429,43PPP,20130429
01PU0013,ANAMADUWA DISPENSARY,0.0,20130429,01PU0013,20130429
01VA414A,PAVATKULAM,0.0,20130429,01VA414A,20130429
01KE0021,ARANAYAKE GOVT. HOSPITAL,0.0,20130429,01KE0021,20130429
01ML324A,MEDAPIHILLA,0.0,20130429,01ML324A,20130429
01NE0153,HATTON KOTAGALA ROSITA,0.0,20130429,01NE0153,20130429
01KG092B,DODANGASLANDA,0.8,20130429,01KG092B,20130429
01VA0518,VAVUNIYA P.W.D.,18.1,20130429,01VA0518,20130429
01PL0427,POLONNARUWA AGRI.STATION,0.0,20130429,01PL0427,20130429
01AM459A,SAMANTHURAI,0.0,20130429,01AM459A,20130429
01RT539B,WELLANDURA TEA FACTORY,6.1,20130429,01RT539B,20130429
01KT021A,ARAMANAGOLLA,0.0,20130429,01KT021A,20130429
01AM257A,KUDASIGIRIYA,0.0,20130429,01AM257A,20130429
43418,TRINCOMALEE,0.0,20130429,43418,20130429
43421,ANURADHAPURA,0.0,20130429,43421,20130429
43413,MANNAR,0.0,20130429,43413,20130429
43467,RATMALANA,6.3,20130429,43467,20130429
43424,PUTTALAM,0.0,20130429,43424,20130429
43999,POTTUVIL,0.0,20130429,43999,20130429
43404,JAFFNA,0.0,20130429,43404,20130429
43441,KURUNEGALA,0.0,20130429,43441,20130429
43436,BATTICALOA,0.0,20130429,43436,20130429
43444,KATUGASTOTA,3.0,20130429,43444,20130429
143476,BANDARAWELA,0.0,20130429,143476,20130429
