Station_ID,Station_Name,Element_Code,Element_Name,yy,mm,dd,obs_val
143476,BANDARAWELA,5,PRECIP,2013,3,2,0
143476,BANDARAWELA,5,PRECIP,2013,3,3,3.8
143476,BANDARAWELA,5,PRECIP,2013,3,4,7.1
143476,BANDARAWELA,5,PRECIP,2013,3,5,25.9
143476,BANDARAWELA,5,PRECIP,2013,3,6,0.5
143476,BANDARAWELA,5,PRECIP,2013,3,7,2.1
143476,BANDARAWELA,5,PRECIP,2013,3,8,3.4
143476,BANDARAWELA,5,PRECIP,2013,3,9,1.8
143476,BANDARAWELA,5,PRECIP,2013,3,10,0
143476,BANDARAWELA,5,PRECIP,2013,3,11,4.1
143476,BANDARAWELA,5,PRECIP,2013,3,12,0
143476,BANDARAWELA,5,PRECIP,2013,3,13,0.7
143476,BANDARAWELA,5,PRECIP,2013,3,14,4.6
143476,BANDARAWELA,5,PRECIP,2013,3,15,16
143476,BANDARAWELA,5,PRECIP,2013,3,16,0.2
143476,BANDARAWELA,5,PRECIP,2013,3,17,0
143476,BANDARAWELA,5,PRECIP,2013,3,18,0
143476,BANDARAWELA,5,PRECIP,2013,3,19,0
143476,BANDARAWELA,5,PRECIP,2013,3,20,0
143476,BANDARAWELA,5,PRECIP,2013,3,21,0
143476,BANDARAWELA,5,PRECIP,2013,3,22,0
143476,BANDARAWELA,5,PRECIP,2013,3,23,1.5
143476,BANDARAWELA,5,PRECIP,2013,3,24,7
143476,BANDARAWELA,5,PRECIP,2013,3,25,5.4
143476,BANDARAWELA,5,PRECIP,2013,3,26,2.6
143476,BANDARAWELA,5,PRECIP,2013,3,27,0.5
143476,BANDARAWELA,5,PRECIP,2013,3,28,1.3
143476,BANDARAWELA,5,PRECIP,2013,3,29,3
143476,BANDARAWELA,5,PRECIP,2013,3,30,0.2
143476,BANDARAWELA,5,PRECIP,2013,3,31,0
143476,BANDARAWELA,5,PRECIP,2013,4,1,0
143476,BANDARAWELA,5,PRECIP,2013,4,2,0
143476,BANDARAWELA,5,PRECIP,2013,4,3,0
143476,BANDARAWELA,5,PRECIP,2013,4,4,0
143476,BANDARAWELA,5,PRECIP,2013,4,5,0
143476,BANDARAWELA,5,PRECIP,2013,4,6,0
143476,BANDARAWELA,5,PRECIP,2013,4,7,0
143476,BANDARAWELA,5,PRECIP,2013,4,8,0
143476,BANDARAWELA,5,PRECIP,2013,4,9,6.6
143476,BANDARAWELA,5,PRECIP,2013,4,10,48
143476,BANDARAWELA,5,PRECIP,2013,4,11,29.4
143476,BANDARAWELA,5,PRECIP,2013,4,12,7.9
143476,BANDARAWELA,5,PRECIP,2013,4,13,36.3
143476,BANDARAWELA,5,PRECIP,2013,4,14,0
143476,BANDARAWELA,5,PRECIP,2013,4,15,5.1
143476,BANDARAWELA,5,PRECIP,2013,4,16,1.7
143476,BANDARAWELA,5,PRECIP,2013,4,17,0
143476,BANDARAWELA,5,PRECIP,2013,4,18,0
143476,BANDARAWELA,5,PRECIP,2013,4,19,0
143476,BANDARAWELA,5,PRECIP,2013,4,20,0
143476,BANDARAWELA,5,PRECIP,2013,4,21,0
143476,BANDARAWELA,5,PRECIP,2013,4,22,0
143476,BANDARAWELA,5,PRECIP,2013,4,23,0
143476,BANDARAWELA,5,PRECIP,2013,4,24,0
143476,BANDARAWELA,5,PRECIP,2013,4,25,8.1
143476,BANDARAWELA,5,PRECIP,2013,4,26,0
143476,BANDARAWELA,5,PRECIP,2013,4,27,2.5
143476,BANDARAWELA,5,PRECIP,2013,4,28,26.1
143476,BANDARAWELA,5,PRECIP,2013,4,29,0
143476,BANDARAWELA,5,PRECIP,2013,4,30,21.7
143476,BANDARAWELA,5,PRECIP,2013,5,1,10.4
143476,BANDARAWELA,5,PRECIP,2013,5,2,10.4
143476,BANDARAWELA,5,PRECIP,2013,5,3,7
143476,BANDARAWELA,5,PRECIP,2013,5,4,0
143476,BANDARAWELA,5,PRECIP,2013,5,5,0
143476,BANDARAWELA,5,PRECIP,2013,5,6,27.9
143476,BANDARAWELA,5,PRECIP,2013,5,7,0
143476,BANDARAWELA,5,PRECIP,2013,5,8,40.8
143476,BANDARAWELA,5,PRECIP,2013,5,9,0
143476,BANDARAWELA,5,PRECIP,2013,5,10,0
143476,BANDARAWELA,5,PRECIP,2013,5,11,0
143476,BANDARAWELA,5,PRECIP,2013,5,12,0
143476,BANDARAWELA,5,PRECIP,2013,5,13,26.6
143476,BANDARAWELA,5,PRECIP,2013,5,14,0
143476,BANDARAWELA,5,PRECIP,2013,5,15,0
143476,BANDARAWELA,5,PRECIP,2013,5,16,0
143476,BANDARAWELA,5,PRECIP,2013,5,17,0
143476,BANDARAWELA,5,PRECIP,2013,5,18,14
143476,BANDARAWELA,5,PRECIP,2013,5,19,1.4
143476,BANDARAWELA,5,PRECIP,2013,5,20,0.6
143476,BANDARAWELA,5,PRECIP,2013,5,21,0
143476,BANDARAWELA,5,PRECIP,2013,5,22,0
143476,BANDARAWELA,5,PRECIP,2013,5,23,0
143476,BANDARAWELA,5,PRECIP,2013,5,24,0
143476,BANDARAWELA,5,PRECIP,2013,5,25,0
143476,BANDARAWELA,5,PRECIP,2013,5,26,0
143476,BANDARAWELA,5,PRECIP,2013,5,27,0
143476,BANDARAWELA,5,PRECIP,2013,5,28,0
143476,BANDARAWELA,5,PRECIP,2013,5,29,0
143476,BANDARAWELA,5,PRECIP,2013,5,30,0.3
143476,BANDARAWELA,5,PRECIP,2013,5,31,2.3
143476,BANDARAWELA,5,PRECIP,2013,6,1,5.9
143476,BANDARAWELA,5,PRECIP,2013,6,2,0
143476,BANDARAWELA,5,PRECIP,2013,6,3,0
143476,BANDARAWELA,5,PRECIP,2013,6,4,1
143476,BANDARAWELA,5,PRECIP,2013,6,5,0
143476,BANDARAWELA,5,PRECIP,2013,6,6,0
143476,BANDARAWELA,5,PRECIP,2013,6,7,1.7
143476,BANDARAWELA,5,PRECIP,2013,6,8,2.7
143476,BANDARAWELA,5,PRECIP,2013,6,9,0
143476,BANDARAWELA,5,PRECIP,2013,6,10,0
143476,BANDARAWELA,5,PRECIP,2013,6,11,3.5
143476,BANDARAWELA,5,PRECIP,2013,6,12,3.2
143476,BANDARAWELA,5,PRECIP,2013,6,13,2.4
143476,BANDARAWELA,5,PRECIP,2013,6,14,0.3
143476,BANDARAWELA,5,PRECIP,2013,6,15,0.2
143476,BANDARAWELA,5,PRECIP,2013,6,16,0.2
143476,BANDARAWELA,5,PRECIP,2013,6,17,2.2
143476,BANDARAWELA,5,PRECIP,2013,6,18,0.6
143476,BANDARAWELA,5,PRECIP,2013,6,19,0
143476,BANDARAWELA,5,PRECIP,2013,6,20,0
143476,BANDARAWELA,5,PRECIP,2013,6,21,0.7
143476,BANDARAWELA,5,PRECIP,2013,6,22,0
143476,BANDARAWELA,5,PRECIP,2013,6,23,0.2
143476,BANDARAWELA,5,PRECIP,2013,6,24,0
143476,BANDARAWELA,5,PRECIP,2013,6,25,2.3
143476,BANDARAWELA,5,PRECIP,2013,6,26,0
143476,BANDARAWELA,5,PRECIP,2013,6,27,0.8
143476,BANDARAWELA,5,PRECIP,2013,6,28,20.2
143476,BANDARAWELA,5,PRECIP,2013,6,29,11.2
143476,BANDARAWELA,5,PRECIP,2013,6,30,20.2
143476,BANDARAWELA,5,PRECIP,2013,7,1,0
143476,BANDARAWELA,5,PRECIP,2013,7,2,0.6
143476,BANDARAWELA,5,PRECIP,2013,7,3,0
143476,BANDARAWELA,5,PRECIP,2013,7,4,1.4
143476,BANDARAWELA,5,PRECIP,2013,7,5,0
143476,BANDARAWELA,5,PRECIP,2013,7,6,20.8
143476,BANDARAWELA,5,PRECIP,2013,7,7,0
143476,BANDARAWELA,5,PRECIP,2013,7,8,0
143476,BANDARAWELA,5,PRECIP,2013,7,9,0
143476,BANDARAWELA,5,PRECIP,2013,7,10,4
143476,BANDARAWELA,5,PRECIP,2013,7,11,0
143476,BANDARAWELA,5,PRECIP,2013,7,12,0
143476,BANDARAWELA,5,PRECIP,2013,7,13,0
143476,BANDARAWELA,5,PRECIP,2013,7,14,0
143476,BANDARAWELA,5,PRECIP,2013,7,15,0
143476,BANDARAWELA,5,PRECIP,2013,7,16,0
143476,BANDARAWELA,5,PRECIP,2013,7,17,0.2
143476,BANDARAWELA,5,PRECIP,2013,7,18,0
143476,BANDARAWELA,5,PRECIP,2013,7,19,0
143476,BANDARAWELA,5,PRECIP,2013,7,20,0
143476,BANDARAWELA,5,PRECIP,2013,7,21,0
143476,BANDARAWELA,5,PRECIP,2013,7,22,0.5
143476,BANDARAWELA,5,PRECIP,2013,7,23,8.8
143476,BANDARAWELA,5,PRECIP,2013,7,24,0
143476,BANDARAWELA,5,PRECIP,2013,7,25,0
143476,BANDARAWELA,5,PRECIP,2013,7,26,0.6
143476,BANDARAWELA,5,PRECIP,2013,7,27,0
143476,BANDARAWELA,5,PRECIP,2013,7,28,22.1
143476,BANDARAWELA,5,PRECIP,2013,7,29,0
143476,BANDARAWELA,5,PRECIP,2013,7,30,0
143476,BANDARAWELA,5,PRECIP,2013,7,31,0
143476,BANDARAWELA,5,PRECIP,2013,8,1,0
143476,BANDARAWELA,5,PRECIP,2013,8,2,0
143476,BANDARAWELA,5,PRECIP,2013,8,3,0.6
143476,BANDARAWELA,5,PRECIP,2013,8,4,8.8
143476,BANDARAWELA,5,PRECIP,2013,8,5,1.2
143476,BANDARAWELA,5,PRECIP,2013,8,6,0
143476,BANDARAWELA,5,PRECIP,2013,8,7,0
143476,BANDARAWELA,5,PRECIP,2013,8,8,0
143476,BANDARAWELA,5,PRECIP,2013,8,9,0
143476,BANDARAWELA,5,PRECIP,2013,8,10,0
143476,BANDARAWELA,5,PRECIP,2013,8,11,0
143476,BANDARAWELA,5,PRECIP,2013,8,12,0
143476,BANDARAWELA,5,PRECIP,2013,8,13,0
143476,BANDARAWELA,5,PRECIP,2013,8,14,0
143476,BANDARAWELA,5,PRECIP,2013,8,15,0
143476,BANDARAWELA,5,PRECIP,2013,8,16,0
143476,BANDARAWELA,5,PRECIP,2013,8,17,0
143476,BANDARAWELA,5,PRECIP,2013,8,18,0
143476,BANDARAWELA,5,PRECIP,2013,8,19,0
143476,BANDARAWELA,5,PRECIP,2013,8,20,0
143476,BANDARAWELA,5,PRECIP,2013,8,21,0
143476,BANDARAWELA,5,PRECIP,2013,8,22,0
143476,BANDARAWELA,5,PRECIP,2013,8,23,0
143476,BANDARAWELA,5,PRECIP,2013,8,24,0
143476,BANDARAWELA,5,PRECIP,2013,8,25,0
143476,BANDARAWELA,5,PRECIP,2013,8,26,5.8
143476,BANDARAWELA,5,PRECIP,2013,8,27,1.8
143476,BANDARAWELA,5,PRECIP,2013,8,28,6.4
143476,BANDARAWELA,5,PRECIP,2013,8,29,9.2
143476,BANDARAWELA,5,PRECIP,2013,8,30,34.3
143476,BANDARAWELA,5,PRECIP,2013,8,31,0
143476,BANDARAWELA,5,PRECIP,2013,9,1,9.1
143476,BANDARAWELA,5,PRECIP,2013,9,2,0
143476,BANDARAWELA,5,PRECIP,2013,9,3,0
143476,BANDARAWELA,5,PRECIP,2013,9,4,0
143476,BANDARAWELA,5,PRECIP,2013,9,5,0
143476,BANDARAWELA,5,PRECIP,2013,9,6,2.5
143476,BANDARAWELA,5,PRECIP,2013,9,7,2.6
143476,BANDARAWELA,5,PRECIP,2013,9,8,0.6
143476,BANDARAWELA,5,PRECIP,2013,9,9,0
143476,BANDARAWELA,5,PRECIP,2013,9,10,9.8
143476,BANDARAWELA,5,PRECIP,2013,9,11,0.5
143476,BANDARAWELA,5,PRECIP,2013,9,12,3
143476,BANDARAWELA,5,PRECIP,2013,9,13,0.4
143476,BANDARAWELA,5,PRECIP,2013,9,14,0
143476,BANDARAWELA,5,PRECIP,2013,9,15,0
143476,BANDARAWELA,5,PRECIP,2013,9,16,0
143476,BANDARAWELA,5,PRECIP,2013,9,17,0
143476,BANDARAWELA,5,PRECIP,2013,9,18,2.6
143476,BANDARAWELA,5,PRECIP,2013,9,19,0
143476,BANDARAWELA,5,PRECIP,2013,9,20,0
143476,BANDARAWELA,5,PRECIP,2013,9,21,0
143476,BANDARAWELA,5,PRECIP,2013,9,22,0
143476,BANDARAWELA,5,PRECIP,2013,9,23,0
143476,BANDARAWELA,5,PRECIP,2013,9,24,0
143476,BANDARAWELA,5,PRECIP,2013,9,25,0
143476,BANDARAWELA,5,PRECIP,2013,9,26,0
143476,BANDARAWELA,5,PRECIP,2013,9,27,0
143476,BANDARAWELA,5,PRECIP,2013,9,28,0
143476,BANDARAWELA,5,PRECIP,2013,9,29,0
143476,BANDARAWELA,5,PRECIP,2013,9,30,0
143476,BANDARAWELA,5,PRECIP,2013,10,1,3.8
143476,BANDARAWELA,5,PRECIP,2013,10,2,0
143476,BANDARAWELA,5,PRECIP,2013,10,3,0
143476,BANDARAWELA,5,PRECIP,2013,10,4,2.3
143476,BANDARAWELA,5,PRECIP,2013,10,5,8.4
143476,BANDARAWELA,5,PRECIP,2013,10,6,0
143476,BANDARAWELA,5,PRECIP,2013,10,7,1.8
143476,BANDARAWELA,5,PRECIP,2013,10,8,6.6
143476,BANDARAWELA,5,PRECIP,2013,10,9,0
143476,BANDARAWELA,5,PRECIP,2013,10,10,0
143476,BANDARAWELA,5,PRECIP,2013,10,11,0
143476,BANDARAWELA,5,PRECIP,2013,10,12,0
143476,BANDARAWELA,5,PRECIP,2013,10,13,0
143476,BANDARAWELA,5,PRECIP,2013,10,14,0
143476,BANDARAWELA,5,PRECIP,2013,10,15,0
143476,BANDARAWELA,5,PRECIP,2013,10,16,33.6
143476,BANDARAWELA,5,PRECIP,2013,10,17,2.3
143476,BANDARAWELA,5,PRECIP,2013,10,18,5.5
143476,BANDARAWELA,5,PRECIP,2013,10,19,31.5
143476,BANDARAWELA,5,PRECIP,2013,10,20,1.2
143476,BANDARAWELA,5,PRECIP,2013,10,21,0
143476,BANDARAWELA,5,PRECIP,2013,10,22,0
143476,BANDARAWELA,5,PRECIP,2013,10,23,0
143476,BANDARAWELA,5,PRECIP,2013,10,24,4.3
143476,BANDARAWELA,5,PRECIP,2013,10,25,0
143476,BANDARAWELA,5,PRECIP,2013,10,26,0
143476,BANDARAWELA,5,PRECIP,2013,10,27,21.7
143476,BANDARAWELA,5,PRECIP,2013,10,28,21.9
143476,BANDARAWELA,5,PRECIP,2013,10,29,1.2
143476,BANDARAWELA,5,PRECIP,2013,10,30,57.4
143476,BANDARAWELA,5,PRECIP,2013,10,31,10.5
143476,BANDARAWELA,5,PRECIP,2013,11,1,2.5
143476,BANDARAWELA,5,PRECIP,2013,11,2,9.5
143476,BANDARAWELA,5,PRECIP,2013,11,3,6.7
143476,BANDARAWELA,5,PRECIP,2013,11,4,1.6
143476,BANDARAWELA,5,PRECIP,2013,11,5,2.4
143476,BANDARAWELA,5,PRECIP,2013,11,6,3.1
143476,BANDARAWELA,5,PRECIP,2013,11,7,0.2
143476,BANDARAWELA,5,PRECIP,2013,11,8,0
143476,BANDARAWELA,5,PRECIP,2013,11,9,2.5
143476,BANDARAWELA,5,PRECIP,2013,11,10,0.9
143476,BANDARAWELA,5,PRECIP,2013,11,11,5.4
143476,BANDARAWELA,5,PRECIP,2013,11,12,0.2
143476,BANDARAWELA,5,PRECIP,2013,11,13,0
143476,BANDARAWELA,5,PRECIP,2013,11,14,0
143476,BANDARAWELA,5,PRECIP,2013,11,15,0
143476,BANDARAWELA,5,PRECIP,2013,11,16,19.8
143476,BANDARAWELA,5,PRECIP,2013,11,17,0
143476,BANDARAWELA,5,PRECIP,2013,11,18,3.3
143476,BANDARAWELA,5,PRECIP,2013,11,19,43
143476,BANDARAWELA,5,PRECIP,2013,11,20,2.7
143476,BANDARAWELA,5,PRECIP,2013,11,21,0
143476,BANDARAWELA,5,PRECIP,2013,11,22,16
143476,BANDARAWELA,5,PRECIP,2013,11,23,7
143476,BANDARAWELA,5,PRECIP,2013,11,24,5.5
143476,BANDARAWELA,5,PRECIP,2013,11,25,3.2
143476,BANDARAWELA,5,PRECIP,2013,11,26,0.6
143476,BANDARAWELA,5,PRECIP,2013,11,27,0
143476,BANDARAWELA,5,PRECIP,2013,11,28,0
143476,BANDARAWELA,5,PRECIP,2013,11,29,0
143476,BANDARAWELA,5,PRECIP,2013,11,30,14.4
143476,BANDARAWELA,5,PRECIP,2013,12,1,3
143476,BANDARAWELA,5,PRECIP,2013,12,2,15.2
143476,BANDARAWELA,5,PRECIP,2013,12,3,30.3
143476,BANDARAWELA,5,PRECIP,2013,12,4,1.3
143476,BANDARAWELA,5,PRECIP,2013,12,5,14.7
143476,BANDARAWELA,5,PRECIP,2013,12,6,0
143476,BANDARAWELA,5,PRECIP,2013,12,7,0
143476,BANDARAWELA,5,PRECIP,2013,12,8,0
143476,BANDARAWELA,5,PRECIP,2013,12,9,0
143476,BANDARAWELA,5,PRECIP,2013,12,10,0
143476,BANDARAWELA,5,PRECIP,2013,12,11,0
143476,BANDARAWELA,5,PRECIP,2013,12,12,0
143476,BANDARAWELA,5,PRECIP,2013,12,13,0
143476,BANDARAWELA,5,PRECIP,2013,12,14,4.6
143476,BANDARAWELA,5,PRECIP,2013,12,15,26.3
143476,BANDARAWELA,5,PRECIP,2013,12,16,1.1
143476,BANDARAWELA,5,PRECIP,2013,12,17,0
143476,BANDARAWELA,5,PRECIP,2013,12,18,0.3
143476,BANDARAWELA,5,PRECIP,2013,12,19,2.1
143476,BANDARAWELA,5,PRECIP,2013,12,20,6.8
143476,BANDARAWELA,5,PRECIP,2013,12,21,1.2
143476,BANDARAWELA,5,PRECIP,2013,12,22,0.1
143476,BANDARAWELA,5,PRECIP,2013,12,23,6.2
143476,BANDARAWELA,5,PRECIP,2013,12,24,6.9
143476,BANDARAWELA,5,PRECIP,2013,12,25,3
143476,BANDARAWELA,5,PRECIP,2013,12,26,0
143476,BANDARAWELA,5,PRECIP,2013,12,27,0.2
143476,BANDARAWELA,5,PRECIP,2013,12,28,0
143476,BANDARAWELA,5,PRECIP,2013,12,29,0
143476,BANDARAWELA,5,PRECIP,2013,12,30,0
143476,BANDARAWELA,5,PRECIP,2013,12,31,3.1
